Poisonous?,Cap_Shape,Cap_Surface,Cap_Color,Bruises,Odor,Gill_Attachment,Gill_Spacing,Gill_Size,Gill_Color,Stalk_Shape,Stalk_Root,Stalk_Surface_Above,Stalk_Surface_Below,Stalk_Color_Above,Stalk_Color_below,Veil_Color,Ring_Number,Ring_Type,Spore_Color,Population,Habitat
edible,6,9,14,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,117,120
edible,3,7,14,21,28,34,36,39,46,54,55,64,68,76,86,92,95,102,107,119,126
edible,6,9,19,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,108,114,120
edible,3,7,15,22,28,34,38,39,45,54,57,64,66,77,86,92,95,98,108,114,120
edible,3,9,19,22,28,34,38,39,44,54,57,62,68,77,86,92,95,98,107,117,120
edible,6,7,14,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,108,117,120
edible,3,7,15,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,108,114,120
edible,3,7,15,22,28,34,38,39,48,54,57,62,66,77,86,92,95,98,107,114,120
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,77,85,92,95,102,108,118,126
edible,3,9,14,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,107,114,120
edible,3,9,19,22,28,34,38,39,46,54,57,62,66,77,86,92,95,98,108,117,120
edible,6,10,13,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,107,118,126
edible,6,10,14,21,28,34,36,39,50,54,55,64,68,73,82,92,95,102,107,118,126
edible,6,10,13,21,28,34,36,39,46,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,14,22,28,34,38,39,44,54,57,64,68,77,86,92,95,98,107,117,120
edible,3,7,14,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,114,120
edible,3,10,20,21,26,34,36,39,48,53,59,64,69,77,86,92,95,102,108,119,120
poisonous,3,10,19,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,107,118,124
edible,3,9,15,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,107,114,120
edible,3,7,15,22,28,34,38,39,45,54,57,64,66,77,86,92,95,98,107,117,120
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,107,118,126
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,107,119,126
edible,3,7,14,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,114,120
edible,6,7,15,22,28,34,38,39,46,54,57,62,68,77,86,92,95,98,107,117,120
edible,6,7,14,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,108,117,120
edible,6,10,13,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,108,118,126
edible,3,7,15,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,107,118,126
edible,6,7,15,22,28,34,38,39,48,54,57,64,66,77,86,92,95,98,107,117,120
edible,6,7,15,22,28,34,38,39,48,54,57,64,66,77,86,92,95,98,107,114,120
edible,3,9,19,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,107,117,120
edible,3,9,14,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,107,117,120
poisonous,3,10,19,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,107,117,124
edible,1,9,19,21,23,34,36,39,45,53,56,64,68,77,86,92,95,102,108,117,120
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,108,118,126
edible,3,7,14,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,114,120
edible,6,7,15,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,108,117,120
edible,6,9,15,22,28,34,38,39,45,54,57,64,66,77,86,92,95,98,108,117,120
edible,3,9,19,21,26,34,38,40,46,54,55,64,68,77,86,92,95,102,111,118,126
edible,6,7,19,22,28,34,38,39,44,54,57,64,68,77,86,92,95,98,108,114,120
edible,6,9,19,22,28,34,38,39,44,54,57,62,68,77,86,92,95,98,107,114,120
edible,6,9,14,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,107,117,120
edible,6,10,13,21,28,34,36,39,48,54,55,64,68,77,85,92,95,102,107,118,126
edible,3,7,15,21,28,34,36,39,46,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,77,86,92,95,102,107,118,126
edible,3,7,19,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,107,117,120
edible,3,9,15,22,28,34,38,39,46,54,57,62,68,77,86,92,95,98,108,117,120
poisonous,3,9,19,21,29,34,36,40,45,53,57,64,68,77,86,92,95,102,108,118,124
edible,3,7,15,22,28,34,38,39,48,54,57,62,66,77,86,92,95,98,108,117,120
edible,6,10,14,21,28,34,36,39,51,54,55,64,68,73,82,92,95,102,108,119,126
edible,6,10,14,21,28,34,36,39,46,54,55,64,68,73,82,92,95,102,108,118,126
edible,6,7,14,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,114,120
edible,6,7,14,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,108,118,126
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,76,85,92,95,102,108,118,126
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,73,85,92,95,102,107,119,126
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,76,86,92,95,102,108,118,126
edible,6,7,15,21,28,34,36,39,48,54,55,64,68,76,82,92,95,102,107,118,126
poisonous,6,9,19,21,29,34,36,40,48,53,57,64,68,77,86,92,95,102,107,118,120
edible,6,7,15,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,107,117,120
edible,6,10,15,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,108,118,126
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,108,119,126
poisonous,3,10,15,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,108,117,120
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,77,82,92,95,102,107,119,126
edible,6,7,14,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,107,117,120
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,73,82,92,95,102,107,118,126
edible,3,7,15,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,108,117,120
edible,3,9,19,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,108,114,120
edible,3,9,15,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,107,117,120
edible,6,10,13,21,28,34,36,39,51,54,55,64,68,77,82,92,95,102,108,118,126
edible,3,9,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,117,120
edible,3,7,15,21,28,34,36,39,46,54,55,64,68,76,85,92,95,102,108,118,126
edible,3,9,19,22,28,34,38,39,44,54,57,64,68,77,86,92,95,98,107,117,120
edible,6,7,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,114,120
edible,3,7,15,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,108,117,120
poisonous,6,9,15,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,107,118,124
edible,6,7,15,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,107,119,126
edible,3,9,15,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,108,117,120
poisonous,3,10,19,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,108,117,120
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,76,82,92,95,102,108,118,126
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,108,119,126
edible,3,7,15,22,28,34,38,39,48,54,57,62,66,77,86,92,95,98,108,114,120
edible,6,7,13,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,107,118,126
edible,3,7,19,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,117,120
edible,6,7,19,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,107,117,120
edible,6,10,19,21,26,34,36,39,45,53,56,64,68,77,86,92,95,102,107,116,122
edible,6,9,19,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,117,120
edible,6,10,14,21,28,34,36,39,50,54,55,64,68,76,82,92,95,102,108,118,126
edible,6,7,14,21,28,34,36,39,46,54,55,64,68,73,86,92,95,102,107,119,126
edible,6,9,14,22,28,34,38,39,46,54,57,62,68,77,86,92,95,98,108,114,120
poisonous,3,10,19,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,108,117,124
edible,6,7,13,21,28,34,36,39,51,54,55,64,68,77,85,92,95,102,108,118,126
poisonous,3,9,15,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,107,117,124
poisonous,3,10,15,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,108,118,120
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,76,85,92,95,102,108,118,126
edible,3,9,15,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,108,114,120
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,108,119,126
edible,6,7,15,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,107,114,120
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,76,82,92,95,102,108,119,126
edible,3,9,15,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,117,120
edible,3,7,15,22,28,34,38,39,48,54,57,64,66,77,86,92,95,98,107,114,120
edible,6,9,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,114,120
edible,6,9,15,22,28,34,38,39,45,54,57,64,66,77,86,92,95,98,107,117,120
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,73,82,92,95,102,108,118,126
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,108,118,126
edible,3,9,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,114,120
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,73,82,92,95,102,107,119,126
poisonous,3,10,19,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,108,118,124
edible,6,10,20,21,26,34,36,39,46,53,59,64,69,77,86,92,95,102,108,117,120
poisonous,3,9,15,21,29,34,36,40,48,53,57,64,68,77,86,92,95,102,107,117,120
edible,3,7,19,22,28,34,38,39,44,54,57,62,68,77,86,92,95,98,108,117,120
edible,3,7,15,22,28,34,38,39,46,54,57,62,66,77,86,92,95,98,107,114,120
poisonous,3,9,15,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,108,118,120
edible,6,9,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,108,114,120
edible,6,7,15,22,28,34,38,39,46,54,57,64,66,77,86,92,95,98,107,117,120
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,107,118,126
edible,3,7,15,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,107,114,120
edible,6,7,19,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,108,117,120
edible,3,9,14,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,114,120
edible,3,7,19,22,28,34,38,39,44,54,57,62,68,77,86,92,95,98,107,117,120
edible,3,9,20,21,23,34,38,40,46,54,55,64,68,77,86,92,95,102,108,118,126
edible,3,7,19,21,23,34,38,40,46,54,55,64,68,77,86,92,95,102,108,118,126
edible,3,7,15,22,28,34,38,39,48,54,57,64,66,77,86,92,95,98,108,114,120
edible,6,7,15,21,28,34,36,39,50,54,55,64,68,77,86,92,95,102,108,119,126
edible,6,10,14,21,28,34,36,39,46,54,55,64,68,73,85,92,95,102,107,119,126
edible,6,7,15,21,28,34,36,39,50,54,55,64,68,77,82,92,95,102,108,119,126
edible,6,7,15,22,28,34,38,39,45,54,57,64,66,77,86,92,95,98,107,117,120
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,77,86,92,95,102,108,119,126
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,76,85,92,95,102,107,118,126
edible,6,7,14,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,107,114,120
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,77,85,92,95,102,108,118,126
edible,6,9,15,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,107,114,120
edible,1,10,19,21,26,34,36,39,45,53,56,64,68,77,86,92,95,102,107,117,122
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,107,118,126
edible,3,9,15,22,28,34,38,39,44,54,57,64,66,77,86,92,95,98,108,117,120
edible,6,7,13,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,107,119,126
edible,3,10,15,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,107,119,126
edible,6,10,14,21,28,34,36,39,50,54,55,64,68,76,82,92,95,102,107,118,126
edible,6,9,14,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,114,120
edible,6,9,15,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,107,117,120
edible,6,7,14,22,28,34,38,39,48,54,57,62,66,77,86,92,95,98,108,114,120
edible,6,9,14,22,28,34,38,39,46,54,57,64,68,77,86,92,95,98,107,114,120
edible,6,10,13,21,28,34,36,39,51,54,55,64,68,77,85,92,95,102,107,119,126
edible,3,7,14,21,28,34,36,39,51,54,55,64,68,76,86,92,95,102,108,119,126
edible,3,7,15,21,28,34,36,39,46,54,55,64,68,76,86,92,95,102,107,119,126
edible,6,7,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,108,117,120
edible,3,9,15,22,28,34,38,39,46,54,57,64,66,77,86,92,95,98,108,117,120
edible,6,7,19,22,28,34,38,39,46,54,57,64,68,77,86,92,95,98,107,117,120
edible,6,10,20,21,23,34,36,39,48,53,59,64,69,77,86,92,95,102,108,117,123
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,108,118,126
edible,6,7,15,22,28,34,38,39,44,54,57,62,68,77,86,92,95,98,107,117,120
edible,6,10,15,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,107,118,126
edible,3,7,14,21,28,34,36,39,46,54,55,64,68,77,85,92,95,102,108,119,126
edible,6,7,19,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,108,114,120
edible,6,10,19,21,23,34,36,39,45,53,56,64,68,77,86,92,95,102,107,117,122
edible,6,9,15,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,117,120
edible,3,9,19,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,114,120
edible,3,7,15,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,108,118,126
edible,3,7,19,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,117,120
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,73,85,92,95,102,108,118,126
edible,6,7,15,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,108,119,126
edible,6,7,19,22,28,34,38,39,48,54,57,64,66,77,86,92,95,98,108,114,120
edible,6,9,19,21,23,34,36,39,46,53,56,64,68,77,86,92,95,102,107,116,122
edible,3,9,14,22,28,34,38,39,46,54,57,62,68,77,86,92,95,98,108,117,120
poisonous,3,10,15,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,108,118,120
edible,3,7,14,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,117,120
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,76,86,92,95,102,108,118,126
edible,6,7,19,22,28,34,38,39,46,54,57,64,66,77,86,92,95,98,108,117,120
edible,6,10,15,21,28,34,36,39,50,54,55,64,68,76,86,92,95,102,107,118,126
edible,6,10,13,21,28,34,36,39,48,54,55,64,68,76,85,92,95,102,108,118,126
poisonous,3,9,15,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,107,118,124
edible,3,9,14,22,28,34,38,39,48,54,57,64,68,77,86,92,95,98,108,114,120
edible,6,7,14,21,28,34,36,39,46,54,55,64,68,77,82,92,95,102,107,119,126
edible,3,7,14,21,28,34,36,39,46,54,55,64,68,73,85,92,95,102,107,119,126
edible,6,7,14,21,28,34,36,39,46,54,55,64,68,77,82,92,95,102,107,118,126
edible,6,7,14,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,108,119,126
edible,6,7,15,21,28,34,36,39,50,54,55,64,68,76,82,92,95,102,107,119,126
poisonous,6,9,19,21,29,34,36,40,48,53,57,64,68,77,86,92,95,102,108,118,124
edible,6,9,20,21,26,34,36,39,45,53,56,64,68,77,86,92,95,102,107,116,122
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,76,85,92,95,102,108,118,126
edible,3,10,15,21,28,34,36,39,51,54,55,64,68,77,86,92,95,102,108,119,126
edible,6,9,14,22,28,34,38,39,46,54,57,62,66,77,86,92,95,98,108,117,120
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,108,119,126
edible,6,7,14,22,28,34,38,39,45,54,57,62,68,77,86,92,95,98,108,117,120
edible,3,9,19,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,108,117,120
edible,6,7,15,21,28,34,36,39,46,54,55,64,68,73,82,92,95,102,108,118,126
edible,3,7,15,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,108,118,126
edible,3,7,14,22,28,34,38,39,46,54,57,64,66,77,86,92,95,98,107,117,120
edible,3,7,14,22,28,34,38,39,46,54,57,64,68,77,86,92,95,98,107,117,120
edible,3,7,15,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,108,117,120
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,107,119,126
edible,6,7,13,21,28,34,36,39,46,54,55,64,68,76,82,92,95,102,108,119,126
poisonous,3,10,15,21,29,34,36,40,48,53,57,64,68,77,86,92,95,102,107,117,124
edible,6,10,14,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,107,118,126
edible,6,9,19,22,28,34,38,39,45,54,57,64,66,77,86,92,95,98,108,114,120
edible,1,9,19,21,23,34,36,39,43,53,56,64,68,77,86,92,95,102,108,117,122
edible,6,9,19,22,28,34,38,39,44,54,57,62,66,77,86,92,95,98,108,117,120
edible,3,7,15,22,28,34,38,39,45,54,57,62,66,77,86,92,95,98,107,117,120
edible,6,10,14,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,107,119,126
edible,3,7,14,21,28,34,36,39,46,54,55,64,68,77,86,92,95,102,108,118,126
edible,6,7,14,22,28,34,38,39,48,54,57,62,68,77,86,92,95,98,107,117,120
poisonous,6,9,19,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,107,117,120
edible,6,9,15,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,108,114,120
edible,6,10,14,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,107,119,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,108,118,126
edible,6,10,15,21,28,34,36,39,51,54,55,64,68,76,86,92,95,102,108,118,126
edible,6,7,13,21,28,34,36,39,48,54,55,64,68,76,82,92,95,102,108,119,126
edible,3,7,15,21,28,34,36,39,51,54,55,64,68,73,85,92,95,102,108,119,126
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,73,82,92,95,102,107,119,126
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,108,118,126
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,76,85,92,95,102,107,119,126
edible,6,7,14,21,28,34,36,39,51,54,55,64,68,76,86,92,95,102,107,118,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,107,118,126
edible,6,7,13,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,107,118,126
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,73,85,92,95,102,108,118,126
poisonous,6,9,19,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,108,118,120
edible,6,7,13,21,28,34,36,39,46,54,55,64,68,76,82,92,95,102,108,118,126
edible,6,10,14,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,107,118,126
edible,6,7,15,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,108,119,126
edible,6,10,13,21,28,34,36,39,51,54,55,64,68,77,82,92,95,102,107,119,126
edible,6,10,14,21,28,34,36,39,46,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,14,21,28,34,36,39,46,54,55,64,68,76,85,92,95,102,107,118,126
edible,6,10,14,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,107,118,126
edible,6,7,13,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,108,119,126
edible,3,10,13,21,28,34,36,39,46,54,55,64,68,77,86,92,95,102,108,119,126
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,15,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,107,118,126
edible,3,10,14,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,107,118,126
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,76,82,92,95,102,108,118,126
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,108,119,126
edible,6,10,14,21,28,34,36,39,46,54,55,64,68,77,85,92,95,102,107,118,126
poisonous,6,7,14,22,25,34,36,39,48,53,55,63,67,70,79,92,95,100,106,119,120
poisonous,3,9,19,21,29,34,36,40,48,53,57,64,68,77,86,92,95,102,107,117,120
edible,6,7,13,21,28,34,36,39,46,54,55,64,68,76,86,92,95,102,107,118,126
edible,6,7,19,22,28,34,38,39,44,54,57,64,68,77,86,92,95,98,108,117,120
edible,6,10,15,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,108,118,126
edible,3,7,15,21,28,34,36,39,46,54,55,64,68,73,86,92,95,102,108,119,126
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,76,82,92,95,102,108,118,126
edible,6,10,14,21,28,34,36,39,50,54,55,64,68,76,86,92,95,102,108,119,126
edible,6,10,14,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,108,118,126
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,107,118,126
edible,6,10,15,21,28,34,36,39,46,54,55,64,68,77,82,92,95,102,108,119,126
edible,6,7,14,21,28,34,36,39,51,54,55,64,68,76,82,92,95,102,107,119,126
edible,6,7,13,21,28,34,36,39,51,54,55,64,68,76,86,92,95,102,107,118,126
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,77,82,92,95,102,107,118,126
edible,6,10,15,21,28,34,36,39,48,54,55,64,68,76,86,92,95,102,108,119,126
edible,6,10,13,21,28,34,36,39,46,54,55,64,68,77,86,92,95,102,107,119,126
edible,3,10,15,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,108,118,126
edible,3,10,15,21,28,34,36,39,46,54,55,64,68,76,86,92,95,102,107,118,126
edible,6,10,15,21,28,34,36,39,46,54,55,64,68,73,82,92,95,102,108,118,126
poisonous,3,9,15,21,29,34,36,40,46,53,57,64,68,77,86,92,95,102,108,118,124
edible,3,7,13,21,28,34,36,39,50,54,55,64,68,77,86,92,95,102,108,119,126
poisonous,6,9,19,21,29,34,36,40,51,53,57,64,68,77,86,92,95,102,107,117,120
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,73,85,92,95,102,107,119,126
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,107,119,126
edible,6,10,15,21,28,34,36,39,50,54,55,64,68,76,82,92,95,102,108,118,126
edible,3,7,13,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,108,118,126
edible,6,7,13,21,28,34,36,39,46,54,55,64,68,77,82,92,95,102,108,119,126
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,73,85,92,95,102,108,118,126
edible,6,10,15,21,28,34,36,39,46,54,55,64,68,76,82,92,95,102,108,119,126
edible,3,7,15,21,28,34,36,39,50,54,55,64,68,77,82,92,95,102,108,118,126
edible,3,7,15,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,108,119,126
edible,6,7,13,21,28,34,36,39,50,54,55,64,68,77,82,92,95,102,107,118,126
edible,6,7,15,21,28,34,36,39,50,54,55,64,68,77,82,92,95,102,107,119,126
edible,6,7,13,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,108,119,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,10,15,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,107,119,126
edible,3,7,15,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,108,119,126
edible,6,7,13,21,28,34,36,39,46,54,55,64,68,77,85,92,95,102,108,119,126
edible,6,10,13,21,28,34,36,39,51,54,55,64,68,76,86,92,95,102,108,119,126
edible,6,7,14,21,28,34,36,39,48,54,55,64,68,76,82,92,95,102,107,119,126
edible,6,10,14,21,28,34,36,39,46,54,55,64,68,73,82,92,95,102,107,119,126
edible,6,10,13,21,28,34,36,39,48,54,55,64,68,76,82,92,95,102,108,118,126
edible,6,10,14,21,28,34,36,39,48,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,14,21,28,34,36,39,46,54,55,64,68,73,82,92,95,102,108,118,126
edible,3,7,14,21,28,34,36,39,46,54,55,64,68,73,82,92,95,102,108,118,126
edible,6,10,14,21,28,34,36,39,46,54,55,64,68,73,86,92,95,102,107,118,126
edible,6,10,13,21,28,34,36,39,46,54,55,64,68,77,82,92,95,102,108,119,126
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,77,85,92,95,102,107,118,126
edible,3,7,15,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,107,119,126
edible,6,10,13,21,28,34,36,39,48,54,55,64,68,77,86,92,95,102,108,118,126
poisonous,6,7,14,22,25,34,36,39,48,53,55,63,67,74,85,92,95,100,106,119,126
edible,6,10,14,21,28,34,36,39,50,54,55,64,68,76,86,92,95,102,107,119,126
edible,6,7,13,21,28,34,36,39,51,54,55,64,68,76,82,92,95,102,108,119,126
edible,6,10,15,21,28,34,36,39,50,54,55,64,68,73,85,92,95,102,108,118,126
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,73,86,92,95,102,108,119,126
edible,6,10,13,21,28,34,36,39,51,54,55,64,68,73,85,92,95,102,107,118,126
edible,3,7,15,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,107,118,126
edible,3,10,15,21,28,34,36,39,48,54,55,64,68,77,82,92,95,102,107,119,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,77,85,92,95,102,107,119,126
edible,6,7,13,21,28,34,36,39,46,54,55,64,68,76,86,92,95,102,107,119,126
edible,6,7,14,21,28,34,36,39,51,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,73,86,92,95,102,108,118,126
edible,6,7,15,21,28,34,36,39,50,54,55,64,68,76,86,92,95,102,107,118,126
edible,6,7,14,21,28,34,36,39,51,54,55,64,68,77,82,92,95,102,107,119,126
edible,6,9,14,22,28,34,38,39,45,54,57,64,68,77,86,92,95,98,108,117,120
edible,6,10,13,21,28,34,36,39,50,54,55,64,68,76,82,92,95,102,107,119,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,76,82,92,95,102,107,119,126
edible,6,10,13,21,28,34,36,39,46,54,55,64,68,73,86,92,95,102,108,118,126
edible,3,7,14,21,28,34,36,39,46,54,55,64,68,73,85,92,95,102,107,118,126
edible,6,7,14,21,28,34,36,39,50,54,55,64,68,77,85,92,95,102,107,119,126
edible,6,7,14,21,28,34,36,39,46,54,55,64,68,76,85,92,95,102,108,118,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,77,85,92,95,102,108,119,126
edible,6,9,19,22,28,34,38,39,48,54,57,64,66,77,86,92,95,98,108,114,120
edible,6,7,15,21,28,34,36,39,51,54,55,64,68,73,86,92,95,102,108,119,126
edible,3,7,15,21,28,34,36,39,51,54,55,64,68,76,85,92,95,102,107,118,126
edible,3,7,14,21,28,34,36,39,48,54,55,64,68,73,82,92,95,102,107,119,126
edible,6,10,14,21,28,34,36,39,51,54,55,64,68,77,86,92,95,102,107,119,126
