Poisonous?,Cap_Shape,Cap_Surface,Cap_Color,Bruises,Odor,Gill_Attachment,Gill_Spacing,Gill_Size,Gill_Color,Stalk_Shape,Stalk_Root,Stalk_Surface_Above,Stalk_Surface_Below,Stalk_Color_Above,Stalk_Color_below,Veil_Color,Ring_Number,Ring_Type,Spore_Color,Population,Habitat
edible,flat,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
edible,convex,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,fibrous,brown,no bruises,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
edible,flat,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
edible,convex,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
edible,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,scaly,brown,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,white,no bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,sunken,fibrous,brown,no bruises,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,convex,scaly,yellow,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,flat,smooth,white,bruises,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,convex,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,flat,fibrous,grey,no bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,brown,no bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,flat,fibrous,grey,no bruises,none,free,close,narrow,grey,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
edible,convex,fibrous,yellow,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,convex,smooth,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,no bruises,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,solitary,urban
edible,convex,fibrous,grey,no bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,flat,smooth,white,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
edible,convex,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,convex,fibrous,white,bruises,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,convex,smooth,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,bell,smooth,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,yellow,bruises,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,convex,smooth,yellow,bruises,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,convex,fibrous,white,no bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,flat,smooth,grey,no bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,convex,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
edible,convex,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,bell,scaly,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,convex,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
edible,convex,smooth,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,no bruises,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
edible,convex,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,white,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,smooth,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
edible,flat,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,sunken,fibrous,grey,no bruises,none,free,close,narrow,grey,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,flat,fibrous,brown,no bruises,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
edible,sunken,fibrous,grey,no bruises,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,convex,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
edible,convex,smooth,grey,no bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,bell,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,bell,scaly,white,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
edible,convex,smooth,grey,no bruises,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,brown,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
edible,flat,fibrous,white,no bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,brown,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
edible,bell,scaly,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,grey,no bruises,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,grasses
edible,convex,smooth,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,flat,fibrous,grey,no bruises,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,flat,smooth,brown,no bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,grey,no bruises,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,no bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,abundant,grasses
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,urban
edible,convex,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,white,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,grey,no bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
edible,bell,scaly,white,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,sunken,fibrous,grey,no bruises,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,solitary,urban
edible,flat,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,white,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,flat,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,flat,fibrous,grey,no bruises,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
edible,convex,smooth,white,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,sunken,fibrous,grey,no bruises,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
edible,bell,scaly,white,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,flat,fibrous,brown,no bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,grey,white,one,pendant,black,several,woods
edible,convex,scaly,brown,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,flat,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,convex,smooth,brown,no bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,white,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,convex,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
edible,flat,scaly,brown,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,flat,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,grasses
edible,flat,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,convex,smooth,yellow,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,bell,scaly,white,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,white,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,convex,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,grasses
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,convex,smooth,yellow,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,white,no bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
edible,bell,smooth,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
edible,flat,fibrous,grey,no bruises,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,solitary,urban
edible,bell,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,white,bruises,anise,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
edible,flat,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
edible,convex,scaly,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,brown,no bruises,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
edible,flat,fibrous,brown,no bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,yellow,bruises,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,flat,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
edible,flat,fibrous,brown,no bruises,none,free,close,narrow,grey,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
edible,flat,fibrous,grey,no bruises,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
edible,convex,scaly,brown,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,solitary,paths
edible,bell,smooth,white,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,convex,smooth,white,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
edible,convex,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,fibrous,yellow,bruises,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
edible,bell,smooth,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
edible,convex,scaly,white,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,flat,fibrous,grey,no bruises,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,bell,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,convex,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
edible,flat,smooth,grey,no bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
edible,flat,smooth,brown,no bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,grey,no bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,bell,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,flat,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,paths
edible,flat,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
edible,bell,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,sunken,fibrous,brown,no bruises,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
edible,convex,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,bell,scaly,yellow,bruises,almond,free,close,broad,grey,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
edible,flat,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,flat,smooth,brown,no bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,bell,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,bell,smooth,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,paths
edible,convex,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,brown,no bruises,none,free,close,narrow,grey,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
edible,flat,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,flat,smooth,yellow,bruises,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
edible,convex,smooth,brown,no bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,grasses
edible,convex,smooth,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
